,Rank,Rank Opp.,Int. Age,Opp. Age,Class,Sport_MMA,Sport_Tennis,Interviewee_Andy Mury,Interviewee_Andy Ruiz,Interviewee_Anita Doganova,Interviewee_Anthony Djoshua,Interviewee_Blagoi Ivanov,Interviewee_Bogdan Dinu,Interviewee_Cvetana Pironkova,Interviewee_Daniel Zlatkov,Interviewee_David Gofen,Interviewee_Dereck Chisora,Interviewee_Deyan Topalski,Interviewee_Dominic Thiem,Interviewee_Fabio Fonini,Interviewee_Grigor Dimitrov,Interviewee_Hughie Fury,Interviewee_Kevin Johnson,Interviewee_Kubrat Pulev,Interviewee_Maria Sharapova,Interviewee_Mario Cilic,Interviewee_Nikolas Basilashvili,Interviewee_Novak Djokovic,Interviewee_Rafael Nadal,Interviewee_Roger Federer,Interviewee_Stan Wawrinka,Interviewee_Stefanos Cicipas,Interviewee_Svetlozar Savov,Interviewee_Tervel Pulev,Interviewee_Tommy Robredo,Interviewee_Tsvetozar Iliev,Interviewee_Tyson Fury,Interviewee_Wladimir Klitschko,Opponent_Aleksandra Toncheva,Opponent_Andy Ruiz,Opponent_Anthony Djoshua,Opponent_Atanas Mihaylov,Opponent_Ben Rothwell,Opponent_Bogdan Dinu,Opponent_Caroline Wozniacki,Opponent_Cvetana Pironkova,Opponent_David Gofen,Opponent_Dereck Chisora,Opponent_Dominic Thiem,Opponent_Francesco Pianeta,Opponent_Gael Montfis,Opponent_Grigor Dimitrov,Opponent_Grigor Saruhanian,Opponent_Hughie Fury,Opponent_Jerzy Janowicz,Opponent_Kevin Johnson,Opponent_Kubrat Pulev,Opponent_Leonardo Bruzzese,Opponent_Marcos Bagdatis,Opponent_Maurice Harris,Opponent_Muslim Salihov,Opponent_Nikolas Basilashvili,Opponent_Piotr Strus,Opponent_Rafael Nadal,Opponent_Roger Federer,Opponent_Stan Wawrinka,Opponent_Tommy Robredo,Opponent_Tony Thompson,Opponent_Viktor Troicky,Opponent_Wladimir Klitschko,Health_H,Health_S,Psychics_3,Psychics_4,Psychics_5,Prev. Match_N,Prev. Match_W,Prev. Match_Y,Confidence_2,Confidence_3,Confidence_4,Confidence_5,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,dayofyear_13,dayofyear_25,dayofyear_27,dayofyear_39,dayofyear_42,dayofyear_64,dayofyear_82,dayofyear_85,dayofyear_108,dayofyear_118,dayofyear_119,dayofyear_132,dayofyear_133,dayofyear_149,dayofyear_151,dayofyear_180,dayofyear_187,dayofyear_218,dayofyear_230,dayofyear_236,dayofyear_245,dayofyear_246,dayofyear_247,dayofyear_265,dayofyear_275,dayofyear_278,dayofyear_280,dayofyear_300,dayofyear_306,dayofyear_319,dayofyear_320,dayofyear_332,week_2,week_4,week_6,week_7,week_10,week_12,week_16,week_17,week_20,week_22,week_26,week_27,week_32,week_33,week_34,week_35,week_36,week_38,week_40,week_43,week_44,week_46,week_48,dayofweek_1,dayofweek_2,dayofweek_3,dayofweek_4,dayofweek_5,dayofweek_6,is_male_1,is_int_prime_age_1,is_opp_prime_age_1,age_gap_0.2631578947368421,age_gap_0.2894736842105263,age_gap_0.3157894736842105,age_gap_0.3421052631578947,age_gap_0.39473684210526316,age_gap_0.47368421052631576,age_gap_0.5,age_gap_0.5263157894736842,age_gap_0.5526315789473684,age_gap_0.5789473684210527,age_gap_0.6052631578947368,age_gap_0.631578947368421,age_gap_0.6578947368421052,age_gap_0.6842105263157894,age_gap_0.7105263157894737,age_gap_0.7368421052631579,age_gap_0.763157894736842,age_gap_0.7894736842105263,age_gap_0.8684210526315789,age_gap_0.9210526315789473,age_gap_0.9736842105263157,age_gap_1.0
0,0.12546125461254612,0.7749077490774907,0.9487179487179487,0.40909090909090906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.11808118081180811,0.8118081180811808,0.6923076923076923,0.4545454545454545,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0.7749077490774907,0.12546125461254612,0.6666666666666666,0.9090909090909091,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.8118081180811808,0.11808118081180811,0.6923076923076923,0.4545454545454545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0.6642066420664207,0.05904059040590406,0.641025641025641,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.06642066420664207,0.09594095940959409,0.7692307692307692,0.8181818181818182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.0009626183218353923,0.0036900369003690036,0.8205128205128205,0.5909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0.01845018450184502,0.08118081180811808,0.7692307692307692,0.7272727272727274,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.07749077490774907,0.09225092250922509,0.5641025641025641,0.8181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.0158144438587243,0.08856088560885608,0.8974358974358974,0.7272727272727274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
